-0.0000071,-0.0000358,0.0028134,0.0000488,0.0000000
-0.0000188,-0.0001095,0.0077884,0.0001373,0.0000000
-0.0000346,-0.0002319,0.0151290,0.0002705,0.0000000
-0.0000422,-0.0004129,0.0250566,0.0004486,0.0000000
-0.0000313,-0.0006598,0.0376306,0.0006682,0.0000000
0.0000209,-0.0009754,0.0525260,0.0009215,0.0000000
0.0001339,-0.0013513,0.0688212,0.0011892,0.0000000
0.0002879,-0.0017601,0.0848441,0.0014350,0.0000000
0.0004607,-0.0021549,0.0981078,0.0016099,0.0000000
0.0006161,-0.0024702,0.1053972,0.0016499,0.0000000
0.0007079,-0.0026203,0.1030074,0.0014869,0.0000000
0.0007174,-0.0025032,0.0871397,0.0010705,0.0000000
0.0006139,-0.0020111,0.0544572,0.0003665,0.0000000
0.0003584,-0.0010467,0.0027196,-0.0006326,0.0000000
-0.0000811,0.0004630,-0.0685504,-0.0018923,0.0000000
-0.0007304,0.0025505,-0.1574433,-0.0033293,0.0000000
-0.0015807,0.0051847,-0.2592058,-0.0048056,0.0000000
-0.0025737,0.0082574,-0.3659848,-0.0061266,0.0000000
-0.0036017,0.0115664,-0.4668541,-0.0070566,0.0000000
-0.0045126,0.0147976,-0.5481687,-0.0073450,0.0000000
-0.0051192,0.0175402,-0.5942257,-0.0067428,0.0000000
-0.0052196,0.0193015,-0.5882317,-0.0050320,0.0000000
-0.0046240,0.0195294,-0.5135056,-0.0020554,0.0000000
-0.0031816,0.0176534,-0.3548152,0.0022608,0.0000000
-0.0008131,0.0131246,-0.0997410,0.0078849,0.0000000
0.0024636,0.0054657,0.2600698,0.0146721,0.0000000
0.0065175,-0.0056713,0.7278830,0.0223721,0.0000000
0.0110991,-0.0204500,1.3011991,0.0306506,0.0000000
0.0158489,-0.0388041,1.9715012,0.0391232,0.0000000
0.0203208,-0.0604040,2.7244683,0.0474016,0.0000000
0.0240161,-0.0846388,3.5406615,0.0551447,0.0000000
0.0264272,-0.1106196,4.3966347,0.0621110,0.0000000
0.0270915,-0.1372079,5.2663785,0.0682060,2.8286490
0.0256435,-0.1630638,6.1229853,0.0735187,2.8873740
0.0218626,-0.1867192,6.9403921,0.0783408,2.9445690
0.0157129,-0.2066688,7.6950473,0.0831666,3.0064740
0.0073630,-0.2214637,8.3673697,0.0886723,3.0684230
-0.0028094,-0.2298111,8.9428726,0.0956735,3.1408020
-0.0142323,-0.2306691,9.4128600,0.1050662,3.2001140
-0.0261744,-0.2233252,9.7746555,0.1177567,3.2578920
-0.0377943,-0.2074569,10.0313667,0.1345804,3.3162340
-0.0482047,-0.1831663,10.1912179,0.1562252,3.3777700
-0.0565403,-0.1509797,10.2665408,0.1831623,3.4353760
-0.0620254,-0.1118160,10.2725333,0.2155900,3.5089150
-0.0640412,-0.0669324,10.2258919,0.2534055,3.5662360
-0.0621745,-0.0178405,10.1434712,0.2961968,3.6264590
-0.0562550,0.0337897,10.0410759,0.3432609,3.6882510
-0.0463755,0.0862311,9.9324791,0.3936467,3.7488480
-0.0328777,0.1378122,9.8287466,0.4462167,3.8089160
-0.0163261,0.1870125,9.7378814,0.4997240,3.8791350
0.0025387,0.2325443,9.6647872,0.5528981,3.9366210
0.0228664,0.2734149,9.6115170,0.6045301,3.9946370
0.0437542,0.3089534,9.5777337,0.6535502,4.0560260
0.0643154,0.3388167,9.5613142,0.6990917,4.1156460
0.0837420,0.3629706,9.5590072,0.7405345,4.1740900
0.1013530,0.3816460,9.5670634,0.7775263,4.2432630
0.1166385,0.3952878,9.5817807,0.8099827,4.3050130
0.1292813,0.4044886,9.5999076,0.8380620,4.3628750
