0.0000179,-0.0000071,0.0029473,0.0001079,2.5560810
0.0000440,-0.0000124,0.0081506,0.0002884,2.6144610
0.0000753,-0.0000102,0.0158167,0.0005402,2.6745160
0.0001115,0.0000037,0.0261771,0.0008609,2.7359890
0.0001507,0.0000338,0.0392935,0.0012406,2.7968750
0.0001895,0.0000863,0.0548263,0.0016554,2.9441620
0.0002213,0.0001668,0.0718126,0.0020602,3.0020200
0.0002328,0.0002760,0.0885007,0.0023856,3.0674890
0.0002080,0.0004115,0.1022900,0.0025400,3.1251890
0.0001318,0.0005631,0.1098203,0.0024129,3.1830870
-0.0000102,0.0007137,0.1072236,0.0018919,3.2413890
-0.0002295,0.0008428,0.0905441,0.0008893,3.3931400
-0.0005291,0.0009194,0.0563123,-0.0006455,3.4549800
-0.0009079,0.0009134,0.0022082,-0.0027047,3.5127620
-0.0013492,0.0007893,-0.0722441,-0.0052015,3.5731270
-0.0018029,0.0004911,-0.1650326,-0.0079605,3.6316750
-0.0022039,-0.0000267,-0.2711754,-0.0107107,3.6904640
-0.0024649,-0.0008000,-0.3824564,-0.0130894,3.8398890
-0.0024894,-0.0018387,-0.4874570,-0.0146671,3.8975400
-0.0022030,-0.0030873,-0.5719268,-0.0149869,3.9576400
-0.0015360,-0.0044525,-0.6194809,-0.0135996,4.0158670
-0.0004426,-0.0057995,-0.6126135,-0.0101127,4.0733470
0.0010905,-0.0069474,-0.5339539,-0.0042396,4.1825350
0.0030531,-0.0076822,-0.3676609,0.0041617,4.2427360
0.0053742,-0.0077561,-0.1008447,0.0150508,4.3023190
0.0079300,-0.0069058,0.2751285,0.0281860,4.3634180
0.0105347,-0.0048783,0.7635768,0.0431295,4.4262310
0.0129148,-0.0014594,1.3617981,0.0592718,4.4842490
0.0147718,0.0034827,2.0608168,0.0758729,4.5744730
0.0157930,0.0099698,2.8456156,0.0921231,4.6329910
0.0156926,0.0178727,3.6958556,0.1072115,4.6907470
0.0142917,0.0268689,4.5870413,0.1203962,4.7531920
0.0114930,0.0364590,5.4920301,0.1310797,4.8108000
0.0073036,0.0459796,6.3827700,0.1388678,4.8862160
0.0018563,0.0546319,7.2321178,0.1436122,4.9494190
-0.0046046,0.0615440,8.0155831,0.1454356,5.0069010
-0.0117106,0.0658333,8.7128400,0.1447227,5.0645200
-0.0189966,0.0666883,9.3088891,0.1420865,5.1244770
-0.0259421,0.0634671,9.7947839,0.1383235,5.1862100
-0.0320173,0.0557957,10.1678640,0.1343532,5.2667330
-0.0367603,0.0436421,10.4314952,0.1311321,5.3292810
-0.0398381,0.0273742,10.5943764,0.1295826,5.3868670
-0.0411090,0.0077878,10.6694653,0.1305101,5.4474730
-0.0406852,-0.0139057,10.6726474,0.1345189,5.5058370
-0.0389341,-0.0361297,10.6213372,0.1419945,5.5679640
-0.0364483,-0.0570414,10.5330666,0.1530802,5.6765050
-0.0340274,-0.0746569,10.4242335,0.1676823,5.7353520
-0.0326403,-0.0869993,10.3091143,0.1855132,5.7929180
-0.0332869,-0.0922825,10.1991348,0.2061241,5.8517730
-0.0368777,-0.0890808,10.1025170,0.2289672,5.9104370
-0.0441049,-0.0764849,10.0242624,0.2534755,5.9678500
-0.0552837,-0.0542382,9.9664141,0.2791378,6.0433130
-0.0702611,-0.0228006,9.9285826,0.3055691,6.1008870
-0.0883667,0.0166378,9.9085873,0.3325686,6.1608860
-0.1083326,0.0621866,9.9031557,0.3601473,6.2220520
-0.1282418,0.1113444,9.9085990,0.3885257,6.2794640
-0.1456775,0.1611674,9.9213427,0.4181225,6.3398110
-0.1578594,0.2084560,9.9383248,0.4495061,6.4161110
-0.1618493,0.2499959,9.9572110,0.4833291,6.4736460
-0.1548574,0.2828258,9.9764217,0.5202570,6.5336170
-0.1344860,0.3044360,9.9950495,0.5608733,6.5915360
-0.0990116,0.3129792,10.0126597,0.6055948,6.6507320
-0.0477038,0.3074200,10.0290361,0.6546075,6.7245720
0.0189064,0.2875981,10.0439434,0.7078201,6.7845970
