0.0000658,0.0000067,0.0029443,0.0004937,2.5617330
0.0001784,0.0000116,0.0081547,0.0013419,2.6192760
0.0003370,0.0000081,0.0158440,0.0025603,2.6792490
0.0005793,0.0000278,0.0262235,0.0041349,2.7409380
0.0009372,0.0001044,0.0393230,0.0060214,2.7983880
0.0014001,0.0002275,0.0548062,0.0081385,2.9509170
0.0019410,0.0003834,0.0716808,0.0103093,3.0130860
0.0025129,0.0006124,0.0881116,0.0122124,3.0747550
0.0030144,0.0009268,0.1015235,0.0134563,3.1322480
0.0033679,0.0012886,0.1080720,0.0135089,3.1945890
0.0033179,0.0015796,0.1044145,0.0120401,3.2522040
0.0026537,0.0016503,0.0863767,0.0086826,3.4066340
0.0005028,0.0009445,0.0504667,0.0032349,3.4658710
-0.0030166,-0.0005483,-0.0054885,-0.0043147,3.5284710
-0.0083792,-0.0027359,-0.0818158,-0.0136850,3.5871210
-0.0147258,-0.0056903,-0.1761625,-0.0243859,3.6444250
-0.0217763,-0.0096805,-0.2827690,-0.0355778,3.7074270
-0.0293485,-0.0143548,-0.3945676,-0.0461816,3.8576360
-0.0361039,-0.0198528,-0.4981265,-0.0549053,3.9169290
-0.0408632,-0.0259770,-0.5785189,-0.0601473,3.9749150
-0.0421213,-0.0317115,-0.6196657,-0.0603317,4.0369270
-0.0378079,-0.0355922,-0.6038145,-0.0540337,4.0972310
-0.0265108,-0.0367964,-0.5136010,-0.0400162,4.1583220
-0.0070550,-0.0343281,-0.3336645,-0.0173220,4.2632880
0.0214573,-0.0267536,-0.0521899,0.0147741,4.3312800
0.0585089,-0.0130726,0.3380877,0.0568107,4.3889990
0.1027882,0.0071310,0.8386448,0.1091452,4.4489330
0.1514832,0.0338331,1.4444214,0.1719579,4.5109590
0.2006627,0.0662449,2.1440799,0.2453051,4.5687520
0.2452964,0.1027443,2.9199593,0.3291174,4.6434310
0.2796461,0.1407663,3.7492894,0.4231740,4.7054420
0.2977241,0.1768326,4.6055451,0.5270719,4.7631440
0.2938659,0.2066273,5.4602984,0.6401404,4.8210260
0.2633493,0.2252020,6.2852052,0.7613655,4.8794200
0.2030101,0.2272789,7.0539957,0.8893298,4.9514170
0.1117788,0.2076234,7.7443057,1.0221707,5.0097730
-0.0089303,0.1614916,8.3391455,1.1575789,5.0684260
-0.1550228,0.0850832,8.8279028,1.2928439,5.1271210
-0.3197588,-0.0240398,9.2068005,1.4249521,5.1845640
-0.4940346,-0.1666044,9.4787675,1.5507388,5.2468460
-0.6669028,-0.3413897,9.6527484,1.6670816,5.3273470
-0.8262938,-0.5451339,9.7425487,1.7711238,5.3875230
-0.9598830,-0.7726044,9.7653335,1.8605073,5.4486710
-1.0560293,-1.0168336,9.7399384,1.9335881,5.5063820
-1.1046995,-1.2695100,9.6851769,1.9896165,5.5693530
-1.0982949,-1.5214964,9.6182896,2.0288538,5.6279420
-1.0323032,-1.7634340,9.5536835,2.0526110,5.7320640
-0.9057107,-1.9863814,9.5020674,2.0632014,5.7907390
-0.7211381,-2.1824360,9.4700234,2.0638001,5.8514510
-0.4846836,-2.3452815,9.4600379,2.0582254,5.9098340
-0.2054874,-2.4706136,9.4709400,2.0506566,5.9684520
0.1049406,-2.5564082,9.4986617,2.0453125,6.0382700
0.4335680,-2.6030076,9.5372165,2.0461225,6.1008050
0.7667849,-2.6130204,9.5797576,2.0564192,6.1617130
1.0913598,-2.5910484,9.6195899,2.0786824,6.2218000
1.3953222,-2.5432684,9.6510292,2.1143606,6.2834650
1.6687030,-2.4769058,9.6700201,2.1637847,6.3411970
1.9040687,-2.3996545,9.6744681,2.2261851,6.4132410
2.0968198,-2.3190929,9.6642795,2.2998052,6.4715220
2.2452428,-2.2421464,9.6411361,2.3821029,6.5322620
2.3503211,-2.1746447,9.6080571,2.4700143,6.5912260
2.4153521,-2.1210034,9.5688383,2.5602551,6.6498600
2.4454164,-2.0840483,9.5274507,2.6496271,6.7077810
2.4467614,-2.0649904,9.4874846,2.7352993,6.7814030
2.4261727,-2.0635365,9.4517248,2.8150387,6.8422720
2.3903675,-2.0781180,9.4211386,2.8872416,6.9016470
2.3456021,-2.1061889,9.3993723,2.9517783,6.9631560
2.2971560,-2.1446031,9.3862586,3.0088385,7.0208560
2.2491612,-2.1899752,9.3808983,3.0593406,7.1300100
2.2045760,-2.2389634,9.3818409,3.1047080,7.1888030
2.1652195,-2.2885539,9.3873095,3.1466540,7.2511490
2.1318787,-2.3363184,9.3954945,3.1869863,7.3091700
2.1045471,-2.3805168,9.4047157,3.2273822,7.3665610
2.0826847,-2.4200418,9.4135013,3.2691670,7.4252400
2.0654084,-2.4544223,9.4209862,3.3132893,7.4990760
2.0518183,-2.4837472,9.4260019,3.3601318,7.5567800
2.0409095,-2.5085812,9.4287946,3.4098789,7.6160470
2.0319940,-2.5296844,9.4294145,3.4623493,7.6743390
2.0236481,-2.5484659,9.4281351,3.5171724,7.7322190
2.0154808,-2.5659335,9.4254742,3.5738471,7.7982350
2.0064869,-2.5826943,9.4218970,3.6318900,7.8678040
1.9970133,-2.5991874,9.4178103,3.6907507,7.9280260
1.9871766,-2.6160368,9.4143817,3.7499631,7.9900620
1.9764805,-2.6331011,9.4100100,3.8090997,8.0476280
1.9652382,-2.6506520,9.4057443,3.8677508,8.1108490
1.9534825,-2.6690787,9.4022499,3.9257715,8.1841840
1.9411138,-2.6882589,9.3990009,3.9831274,8.2424750
1.9285877,-2.7074570,9.3958658,4.0398038,8.3022860
1.9159083,-2.7265937,9.3928704,4.0958193,8.3608980
1.9029684,-2.7458213,9.3900393,4.1511480,8.4212760
1.8901275,-2.7648253,9.3872027,4.2057403,8.4799590
1.8772892,-2.7833421,9.3843234,4.2595613,8.5828440
1.8646379,-2.8013687,9.3814405,4.3125858,8.6430560
1.8521457,-2.8188571,9.3784339,4.3647622,8.7077360
1.8398407,-2.8358036,9.3754753,4.4160363,8.7654730
1.8277050,-2.8521972,9.3726145,4.4663575,8.8277180
1.8157155,-2.8680393,9.3699204,4.5156761,8.8856550
1.8038476,-2.8833150,9.3674085,4.5639670,8.9578470
1.7920797,-2.8980095,9.3650741,4.6112195,9.0206980
1.7803928,-2.9121100,9.3629011,4.6574300,9.0783780
1.7687742,-2.9256049,9.3608596,4.7026047,9.1373520
1.7572219,-2.9384982,9.3589233,4.7467576,9.1949940
1.7457439,-2.9508038,9.3570635,4.7899114,9.2537470
1.7343559,-2.9625430,9.3552429,4.8320977,9.3268810
1.7230784,-2.9737457,9.3534220,4.8733560,9.3879800
1.7119362,-2.9844531,9.3515664,4.9137334,9.4454810
1.7009532,-2.9947165,9.3496476,4.9532825,9.5097660
1.6901474,-3.0045970,9.3476508,4.9920594,9.5676800
1.6795317,-3.0141638,9.3455739,5.0301216,9.6394440
1.6691103,-3.0234919,9.3434224,5.0675239,9.7059830
1.6588801,-3.0326579,9.3412134,5.1043155,9.7636240
1.6488358,-3.0417362,9.3389727,5.1405371,9.8212750
1.6389672,-3.0507935,9.3367348,5.1762179,9.8804430
1.6292627,-3.0598826,9.3345455,5.2113752,9.9392080
1.6197119,-3.0690389,9.3324556,5.2460125,10.0428010
1.6103058,-3.0782795,9.3305182,5.2801197,10.1014200
1.6010424,-3.0875996,9.3287821,5.3136739,10.1589760
1.5919293,-3.0969754,9.3272838,5.3466402,10.2213410
1.5829822,-3.1063653,9.3260447,5.3789751,10.2791580
1.5742254,-3.1157107,9.3250662,5.4106307,10.3540840
1.5656870,-3.1249447,9.3243319,5.4415589,10.4173400
1.5573925,-3.1339989,9.3238097,5.4717160,10.4747940
1.5493620,-3.1428088,9.3234528,5.5010667,10.5348110
1.5416062,-3.1513221,9.3232030,5.5295869,10.5932830
1.5341218,-3.1595009,9.3229956,5.5572666,10.6506610
1.5268946,-3.1673222,9.3227672,5.5841114,10.7286580
1.5198959,-3.1747808,9.3224627,5.6101429,10.7866890
1.5130822,-3.1818891,9.3220480,5.6353980,10.8475060
1.5064014,-3.1886748,9.3215105,5.6599264,10.9090370
