-8.41083,-1.54665,-4.36942,0.157733,-0.0286826,0.0147588,13.0359,55.3969,-46.2516,2773300
-8.51857,-1.61848,-4.38139,-0.100736,0.00622399,0.0184893,13.5791,55.9435,-46.4267,2833516
-8.46829,-1.53468,-4.38857,0.110969,0.0107539,0.0324786,13.5791,55.9435,-46.4267,2894897
-8.40604,-1.46525,-4.56813,0.0247681,0.00289321,0.0283484,14.1223,55.0324,-47.3027,2952604
-8.40364,-1.54426,-4.34069,0.0392903,0.0296727,0.027549,14.1223,55.0324,-47.3027,3013477
-8.37492,-1.51792,-4.41012,0.066203,0.0190142,0.0195551,14.3033,55.2146,-46.0764,3086310
-8.41562,-1.52271,-4.44843,0.0262336,0.0119529,0.00942956,14.3033,55.2146,-46.0764,3145293
-8.4635,-1.54426,-4.40772,0.0988446,0.0411306,0.0290146,14.8465,55.7613,-47.3027,3203823
-8.40364,-1.60411,-4.50828,0.0035843,0.0176819,0.00929634,14.8465,55.7613,-47.3027,3262288
-8.47547,-1.55862,-4.35026,0.0799258,0.0475257,0.0183561,14.3033,55.2146,-47.4779,3323691
-8.42998,-1.54426,-4.61362,0.0773944,-0.0209552,0.0070314,14.3033,55.2146,-47.4779,3384598
-8.58081,-1.6089,-4.28562,-0.0124035,0.0588503,0.0210207,13.0359,56.8547,-46.2516,3457905
-8.50181,-1.54426,-4.3359,0.0182397,0.032737,0.0219533,13.0359,56.8547,-46.2516,3516004
-8.35097,-1.47962,-4.41491,0.0924495,0.0699085,0.0519303,13.398,55.0324,-46.9523,3576964
-8.36294,-1.62087,-4.5011,0.0275659,0.0307385,0.0262167,13.398,55.0324,-46.9523,3638233
-8.48265,-1.51313,-4.45561,0.0963132,0.0643128,0.0613897,13.5791,54.8502,-46.4267,3699064
-8.39646,-1.64721,-4.58729,-0.0183989,0.045394,0.0468675,13.5791,54.8502,-46.4267,3759056
-8.39167,-1.51074,-4.34308,0.0721984,0.0791014,0.0491325,14.3033,54.8502,-46.7771,3828785
-8.4228,-1.51313,-4.69024,-0.108197,0.0351352,0.00996249,14.3033,54.8502,-46.7771,3886300
-8.18338,-1.4437,-4.33829,0.00918001,0.0716405,-0.00455971,13.7602,53.939,-47.6531,3944458
-8.26478,-1.55623,-4.52025,-0.0892778,-0.0429383,-0.0425306,13.7602,53.939,-47.6531,4005918
-8.59997,-1.36948,-4.34069,0.0940483,0.0511229,0.0139594,13.217,54.4857,-47.8283,4065398
-8.33661,-1.45328,-4.37899,-0.00534219,0.025809,0.0299472,13.217,54.4857,-47.8283,4135356
-8.58561,-1.44849,-4.22816,0.27884,0.138123,0.0749793,11.7686,54.8502,-46.4267,4195521
-8.44913,-1.45807,-4.45561,0.17412,0.0918916,0.0962963,11.7686,54.8502,-46.4267,4256457
-8.40843,-1.58736,-4.47237,0.173854,0.147449,0.0817741,14.3033,55.2146,-46.4267,4314623
-8.35337,-1.53947,-4.63517,0.141079,0.121469,0.0653867,14.3033,55.2146,-46.4267,4377616
-8.32224,-1.5682,-4.68785,0.0999105,0.100552,0.0628553,13.5791,54.8502,-47.1275,4436278
-8.2983,-1.65918,-4.63278,0.0198385,0.0636466,0.0455352,13.5791,54.8502,-47.1275,4504978
-8.2552,-1.55144,-4.97754,0.0608737,0.0243434,0.000103384,13.217,54.1213,-47.8283,4563381
-8.24323,-1.53468,-4.79319,-0.0341201,0.0196803,-0.00176184,13.217,54.1213,-47.8283,4622133
-8.26957,-1.59693,-4.53462,-0.0495749,0.0632469,0.00183539,13.398,54.3035,-47.6531,4682830
-8.23126,-1.47483,-4.7884,-0.00414309,-0.000304336,0.00863019,13.398,54.3035,-47.6531,4745473
-8.18098,-1.56341,-4.84586,-0.0206638,-0.0118954,0.0087634,13.9412,53.7568,-47.8283,4803616
-8.15704,-1.4844,-4.79798,0.0546119,-0.0679858,0.047134,13.9412,53.7568,-47.8283,4874876
-7.8841,-1.65679,-4.91051,0.080059,-0.199085,0.0567266,13.7602,55.7613,-46.9523,4936494
-8.19056,-1.80523,-5.00388,0.115499,-0.223467,0.0741799,13.7602,55.7613,-46.9523,4993880
-8.16901,-2.07338,-4.89135,0.0102459,-0.160715,0.107754,13.217,55.5791,-45.726,5054766
-8.011,-1.91776,-5.05655,0.14814,-0.202949,0.111618,13.217,55.5791,-45.726,5113101
-7.94396,-2.08056,-4.8698,-0.0602334,-0.286751,0.133201,12.3117,56.4902,-44.4996,5171461
-7.94156,-1.83396,-5.08289,0.0635383,-0.236923,0.168374,12.3117,56.4902,-44.4996,5240071
-7.79552,-1.68312,-5.14753,-0.126183,-0.29741,0.142394,11.7686,57.0369,-42.2221,5303544
-8.03254,-1.23062,-4.91529,-0.219711,-0.333116,0.0871033,11.7686,57.0369,-42.2221,5364739
-7.63511,0.059855,-4.43406,-0.475115,-0.448761,0.125474,9.958,60.317,-41.1709,5422559
-8.76996,0.3304,-4.67109,0.0873867,-0.691375,0.271362,9.958,60.317,-41.1709,5485131
-8.97107,0.316035,-3.67749,-0.0453115,-0.399998,0.139596,7.24219,62.3215,-38.8933,5554028
-8.16183,0.931344,-3.18908,0.347188,-0.385076,0.155584,7.24219,62.3215,-38.8933,5616066
-8.95671,0.787692,-3.75411,0.735157,-0.482201,0.159048,7.78535,64.6904,-35.915,5677949
-9.93114,-0.102951,-4.9943,0.79098,-0.49326,-0.0922258,7.78535,64.6904,-35.915,5740017
-9.81862,0.37589,-4.96078,0.27844,-0.248914,-0.180425,10.6822,63.5971,-32.7615,5801063
-7.68538,-0.272939,-3.78044,0.578344,-0.547618,-0.525094,10.6822,63.5971,-32.7615,5860543
-7.03656,-1.63524,-1.89142,-0.0766209,-0.210676,-0.610229,14.4844,63.7793,-28.732,5932334
-11.291,-4.85783,1.42216,0.798708,0.14585,-0.289674,14.4844,63.7793,-28.732,5994660
-17.3747,-5.26724,-4.11802,-1.91148,-0.259306,0.261237,16.1139,64.326,-28.9072,6055839
-15.6964,-4.09408,-5.92565,-0.991919,0.475198,-0.208137,16.1139,64.326,-28.9072,6114455
-10.9702,-2.08535,-3.08852,-2.11786,1.31056,0.252976,12.4928,61.7748,-32.4111,6173692
-3.87382,-0.0766144,-2.06141,-0.57304,0.209801,0.342507,12.4928,61.7748,-32.4111,6235083
-0.179565,3.98874,2.77009,-1.00537,-0.21081,0.0155582,8.32851,60.8637,-32.2359,6303597
6.92163,-0.213084,7.24006,4.48482,1.52026,1.02785,8.32851,60.8637,-32.2359,6365341
-19.6133,-4.60165,-13.477,-3.00597,-0.018557,0.580059,18.6486,57.7658,-37.667,6426173
-15.9789,5.03261,-12.4307,4.48482,-0.823007,0.238454,18.6486,57.7658,-37.667,6483898
-11.9854,-3.32315,-2.91614,-0.722659,1.23635,0.448426,16.8381,57.4014,-37.3166,6542096
-4.52265,-0.897825,-4.00789,1.36374,0.169699,0.0143591,16.8381,57.4014,-37.3166,6600192
1.31681,0.76375,1.78129,0.181048,0.892478,-0.958628,18.8297,56.1258,-42.0469,6669955
5.74848,-5.60243,3.69904,1.70814,1.17972,-0.145785,18.8297,56.1258,-42.0469,6728360
-19.6133,-1.64003,-19.6133,-2.92657,-2.93192,-1.7363,19.735,53.0279,-40.4701,6789037
-16.0172,-6.1507,-1.47004,2.20736,1.32481,0.118679,19.735,53.0279,-40.4701,6846570
-14.3987,-4.25928,-4.51546,-1.92747,0.126931,-0.14765,14.4844,53.5746,-40.6453,6905070
-7.35259,-0.849941,-4.91051,-1.82874,1.00985,-0.167635,14.4844,53.5746,-40.6453,6962504
-1.40061,1.80762,-0.246603,-1.76972,0.518898,0.0130268,8.14746,50.4767,-43.2732,7035632
7.20654,3.39977,6.41885,3.42603,1.23022,0.914202,8.14746,50.4767,-43.2732,7095833
-19.6133,-18.6293,-19.6133,4.43685,-3.46911,-0.246774,19.3728,51.5701,-41.8717,7153548
-17.4202,-0.699107,-4.63757,3.92325,1.39676,0.658532,19.3728,51.5701,-41.8717,7217202
-13.7571,-3.03585,-2.48039,-0.718662,0.960959,0.673587,20.2781,51.7523,-40.6453,7275279
-4.63757,-1.60411,-5.76763,2.67034,0.721142,0.324255,20.2781,51.7523,-40.6453,7332655
-1.70228,-1.14682,-1.12049,0.0595414,0.413911,-0.0511906,24.4424,48.29,-42.9228,7406187
4.44603,-2.52349,3.37343,1.6783,1.40022,-0.855907,24.4424,48.29,-42.9228,7467036
-0.653617,-5.96156,-12.6797,-2.21178,-3.00227,0.307867,28.0635,45.3744,-45.3756,7527392
-19.6133,-9.19373,7.15866,-1.77332,1.51946,1.18493,28.0635,45.3744,-45.3756,7588796
-15.3061,-4.80037,-13.8193,-2.90046,-1.10226,-0.49485,26.434,48.4723,-41.6965,7647280
-9.75876,-0.550666,-1.7358,-1.01164,1.55317,-0.0137527,26.434,48.4723,-41.6965,7707827
-2.33674,0.0670376,-2.12126,-1.96611,0.337836,0.237255,18.4676,47.3789,-46.9523,7777526
5.30316,2.73897,7.60398,2.58147,1.3007,0.620961,18.4676,47.3789,-46.9523,7838103
-1.79086,1.54665,-5.78439,3.36274,-1.59348,1.53333,22.4508,43.7344,-47.6531,7896699
-19.6133,-9.63905,7.21612,-2.16289,1.06848,1.71772,22.4508,43.7344,-47.6531,7955119
-16.5559,-3.28484,-19.6133,3.90446,-0.754126,0.945645,31.8656,47.3789,-38.1926,8013866
-9.72524,-1.70467,-6.8139,2.15926,1.36811,0.537291,31.8656,47.3789,-38.1926,8077895
-2.34153,-2.05422,-2.16436,0.949259,0.448685,0.407125,33.8572,47.5611,-37.667,8152477
4.46758,-2.54982,3.22499,1.47179,1.65309,-0.261429,33.8572,47.5611,-37.667,8210938
-0.0694318,-3.20344,-6.92642,-3.57301,-1.5258,0.252443,36.9352,41.9121,-41.3461,8269815
-19.6133,-1.93212,-8.14746,-1.32113,-0.745466,-0.275285,36.9352,41.9121,-41.3461,8328776
